pressure_mmHg,sensVal,Calculated Value
22.5,636,23.18572865
22.5,636,23.18572865
22.5,636,23.18572865
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,637,23.25516096
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,637,23.25516096
22.5,637,23.25516096
22.5,638,23.32459326
22.5,638,23.32459326
22.5,636,23.18572865
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,638,23.32459326
22.5,639,23.39402557
22.5,638,23.32459326
22.5,638,23.32459326
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,640,23.46345788
22.5,639,23.39402557
22.5,639,23.39402557
22.5,639,23.39402557
22.5,640,23.46345788
22.5,640,23.46345788
22.5,639,23.39402557
22.5,640,23.46345788
22.5,640,23.46345788
22.5,639,23.39402557
22.5,640,23.46345788
22.5,640,23.46345788
22.5,639,23.39402557
22.5,640,23.46345788
22.5,640,23.46345788
22.5,640,23.46345788
22.5,640,23.46345788
22.5,640,23.46345788
22.5,640,23.46345788
22.5,639,23.39402557
22.5,640,23.46345788
22.5,640,23.46345788
22.5,640,23.46345788
22.5,640,23.46345788
23.25,640,23.46345788
23.25,640,23.46345788
23.25,640,23.46345788
24,641,23.53289018
24,641,23.53289018
24.75,641,23.53289018
24.75,642,23.60232249
24.75,642,23.60232249
24,642,23.60232249
24,642,23.60232249
24,642,23.60232249
24,642,23.60232249
24,643,23.67175479
24,643,23.67175479
24,642,23.60232249
24,643,23.67175479
24,644,23.7411871
24,644,23.7411871
24,644,23.7411871
24,644,23.7411871
24,644,23.7411871
24,644,23.7411871
24,645,23.81061941
24,645,23.81061941
24,644,23.7411871
24,645,23.81061941
24,645,23.81061941
24,645,23.81061941
24,646,23.88005171
24.75,646,23.88005171
24.75,646,23.88005171
24.75,646,23.88005171
24.75,647,23.94948402
24.75,645,23.81061941
24.75,647,23.94948402
25.5,648,24.01891632
25.5,648,24.01891632
25.5,648,24.01891632
25.5,649,24.08834863
25.5,649,24.08834863
25.5,649,24.08834863
26.25,650,24.15778094
26.25,650,24.15778094
26.25,650,24.15778094
26.25,651,24.22721324
26.25,651,24.22721324
26.25,651,24.22721324
26.25,651,24.22721324
26.25,652,24.29664555
26.25,652,24.29664555
26.25,652,24.29664555
25.5,653,24.36607785
25.5,654,24.43551016
25.5,653,24.36607785
25.5,654,24.43551016
25.5,654,24.43551016
25.5,654,24.43551016
25.5,654,24.43551016
25.5,655,24.50494247
25.5,656,24.57437477
25.5,655,24.50494247
25.5,656,24.57437477
25.5,656,24.57437477
25.5,656,24.57437477
25.5,657,24.64380708
25.5,657,24.64380708
25.5,657,24.64380708
25.5,657,24.64380708
25.5,658,24.71323938
26.25,658,24.71323938
26.25,658,24.71323938
26.25,659,24.78267169
26.25,659,24.78267169
26.25,659,24.78267169
26.25,659,24.78267169
26.25,659,24.78267169
26.25,659,24.78267169
26.25,660,24.852104
26.25,663,25.06040091
26.25,660,24.852104
26.25,661,24.9215363
26.25,661,24.9215363
26.25,661,24.9215363
26.25,662,24.99096861
26.25,662,24.99096861
26.25,663,25.06040091
26.25,662,24.99096861
26.25,663,25.06040091
26.25,663,25.06040091
26.25,663,25.06040091
27,664,25.12983322
27,664,25.12983322
27,664,25.12983322
27,664,25.12983322
27.75,665,25.19926553
27.75,665,25.19926553
27.75,666,25.26869783
