pressure_mmHg,sensVal,waveAmplitude
0.00,32.00,-779.77,
0.00,36.00,-877.24,
0.00,44.00,-1091.12,
0.00,41.00,-1016.72,
0.00,32.00,-779.77,
0.00,34.00,-843.14,
0.00,43.00,-1066.32,
0.00,43.00,-1066.32,
0.00,35.00,-867.94,
0.00,34.00,-828.51,
0.00,41.00,-999.08,
0.00,44.00,-1053.90,
0.00,36.00,-877.24,
0.00,32.00,-793.54,
0.00,39.00,-967.13,
0.00,45.00,-1115.92,
0.00,39.00,-950.35,
0.00,33.00,-818.34,
0.00,38.00,-942.33,
0.00,44.00,-1091.12,
0.00,41.00,-999.08,
0.00,33.00,-790.42,
0.00,36.00,-877.24,
0.00,44.00,-1053.90,
0.00,43.00,-1066.32,
0.00,35.00,-867.94,
0.00,34.00,-843.14,
0.00,42.00,-1041.52,
0.00,44.00,-1072.18,
0.00,37.00,-917.53,
0.00,33.00,-818.34,
0.00,41.00,-999.08,
0.00,46.00,-1120.92,
0.00,39.00,-934.14,
0.00,33.00,-818.34,
0.00,39.00,-950.35,
0.00,46.00,-1140.72,
0.00,42.00,-1041.52,
0.00,34.00,-843.14,
0.00,37.00,-917.53,
0.00,46.00,-1120.92,
0.00,44.00,-1091.12,
0.00,35.00,-852.87,
0.00,36.00,-877.24,
0.00,44.00,-1072.18,
0.00,46.00,-1120.92,
0.00,37.00,-917.53,
0.00,34.00,-843.14,
0.00,43.00,-1066.32,
0.00,47.00,-1165.51,
0.00,40.00,-974.71,
0.00,35.00,-867.94,
0.00,42.00,-1023.45,
0.00,48.00,-1169.66,
0.00,41.00,-999.08,
0.00,34.00,-814.37,
0.00,40.00,-991.93,
0.00,47.00,-1145.29,
0.00,43.00,-1066.32,
0.00,35.00,-867.94,
0.00,38.00,-942.33,
0.00,47.00,-1165.51,
0.00,46.00,-1120.92,
0.00,36.00,-877.24,
0.00,37.00,-901.61,
0.00,46.00,-1120.92,
0.00,46.00,-1140.72,
0.00,38.00,-925.98,
0.00,36.00,-892.73,
0.00,45.00,-1115.92,
0.00,48.00,-1190.31,
0.00,40.00,-991.93,
0.00,36.00,-877.24,
0.00,43.00,-1066.32,
0.00,48.00,-1149.71,
0.00,42.00,-1023.45,
0.00,37.00,-901.61,
0.00,42.00,-1041.52,
0.00,47.00,-1165.51,
0.00,43.00,-1047.82,
0.00,36.00,-892.73,
0.00,40.00,-991.93,
0.00,49.00,-1215.11,
0.00,46.00,-1140.72,
0.00,37.00,-886.23,
0.00,39.00,-950.35,
0.00,48.00,-1169.66,
0.00,48.00,-1190.31,
0.00,38.00,-942.33,
0.00,37.00,-901.61,
0.00,48.00,-1190.31,
0.00,51.00,-1264.71,
0.00,40.00,-991.93,
0.00,37.00,-917.53,
0.00,47.00,-1145.29,
0.00,53.00,-1291.50,
0.00,44.00,-1072.18,
0.00,38.00,-925.98,
0.00,47.00,-1165.51,
0.00,55.00,-1340.23,
0.00,47.00,-1165.51,
0.00,40.00,-991.93,
0.00,46.00,-1140.72,
0.00,55.00,-1363.90,
0.00,50.00,-1218.39,
0.00,41.00,-999.08,
0.00,45.00,-1096.55,
0.00,57.00,-1388.97,
0.00,53.00,-1314.30,
0.00,41.00,-999.08,
0.00,44.00,-1091.12,
0.00,56.00,-1388.70,
0.00,55.00,-1363.90,
0.00,44.00,-1091.12,
0.00,45.00,-1096.55,
0.00,55.00,-1363.90,
0.00,57.00,-1388.97,
0.00,48.00,-1169.66,
0.00,45.00,-1096.55,
0.00,56.00,-1364.60,
0.00,61.00,-1512.69,
0.00,50.00,-1239.91,
0.00,45.00,-1096.55,
0.00,55.00,-1363.90,
0.00,61.00,-1512.69,
0.00,53.00,-1314.30,
0.00,46.00,-1120.92,
0.00,55.00,-1317.37,
0.00,64.00,-1559.54,
0.00,56.00,-1364.60,
0.00,47.00,-1165.51,
0.00,55.00,-1363.90,
0.00,64.00,-1559.54,
0.00,58.00,-1438.29,
