pressure_mmHg,sensVal,waveAmplitude
21.75,583.00,-958228.56,
21.75,584.00,-1439808.25,
21.75,584.00,-959872.18,
21.75,584.00,-959872.18,
21.75,585.00,-1442273.62,
21.75,587.00,-964803.00,
21.75,585.00,-961515.75,
21.75,586.00,-1444739.00,
21.75,586.00,-963159.37,
21.75,586.00,-963159.37,
21.75,587.00,-1447204.50,
21.75,587.00,-964803.00,
21.75,587.00,-964803.00,
21.75,588.00,-1449669.87,
21.75,588.00,-966446.62,
21.75,589.00,-968090.25,
21.75,589.00,-1452135.37,
21.75,587.00,-964803.00,
21.75,589.00,-968090.25,
21.75,590.00,-1454600.75,
22.50,590.00,-969733.87,
22.50,591.00,-971377.50,
22.50,591.00,-1457066.12,
22.50,591.00,-971377.50,
22.50,592.00,-973021.12,
22.50,592.00,-1459531.62,
22.50,593.00,-974664.68,
22.50,594.00,-976308.31,
22.50,594.00,-1464462.50,
22.50,595.00,-977951.93,
22.50,595.00,-977951.93,
22.50,595.00,-1466927.87,
22.50,595.00,-977951.93,
22.50,596.00,-979595.56,
22.50,596.00,-979595.56,
23.25,596.00,-979595.56,
23.25,600.00,-986170.00,
24.00,598.00,-982882.81,
24.00,599.00,-984526.43,
24.75,599.00,-984526.43,
25.50,600.00,-986170.00,
25.50,602.00,-1484185.87,
25.50,601.00,-987813.62,
25.50,602.00,-1484185.87,
25.50,603.00,-991100.87,
25.50,603.00,-991100.87,
25.50,604.00,-1489116.75,
24.75,605.00,-994388.12,
24.75,606.00,-996031.75,
25.50,605.00,-1491582.12,
24.75,606.00,-996031.75,
24.75,607.00,-997675.37,
24.75,607.00,-1496513.00,
24.75,609.00,-1000962.56,
24.75,608.00,-999318.93,
24.75,609.00,-1501443.87,
24.75,609.00,-1000962.56,
24.75,610.00,-1503909.25,
24.75,610.00,-1503909.25,
24.75,611.00,-1004249.81,
24.75,612.00,-1508840.12,
24.75,612.00,-1005893.43,
25.50,612.00,-1005893.43,
25.50,613.00,-1511305.50,
25.50,614.00,-1009180.68,
25.50,614.00,-1513771.00,
25.50,615.00,-1516236.37,
25.50,618.00,-1015755.12,
25.50,615.00,-1516236.37,
25.50,616.00,-1012467.87,
25.50,617.00,-1014111.50,
25.50,617.00,-1521167.25,
25.50,618.00,-1015755.12,
25.50,618.00,-1523632.62,
25.50,616.00,-1518701.75,
25.50,619.00,-1017398.75,
25.50,620.00,-1528563.50,
25.50,620.00,-1019042.37,
25.50,620.00,-1019042.37,
26.25,622.00,-1533494.37,
26.25,622.00,-1022329.62,
27.00,622.00,-1533494.37,
27.00,623.00,-1535959.75,
27.75,624.00,-1025616.81,
27.75,624.00,-1538425.25,
27.75,625.00,-1027260.43,
27.00,627.00,-1030547.68,
27.00,626.00,-1543356.00,
27.00,627.00,-1030547.68,
27.75,628.00,-1032191.31,
27.75,629.00,-1550752.37,
27.75,629.00,-1033834.93,
28.50,630.00,-1035478.50,
28.50,630.00,-1035478.50,
28.50,631.00,-1037122.12,
28.50,632.00,-1038765.75,
28.50,633.00,-1040409.37,
28.50,634.00,-1563079.50,
28.50,634.00,-1563079.50,
28.50,635.00,-1043696.62,
28.50,639.00,-1575406.62,
28.50,636.00,-1045340.25,
28.50,637.00,-1046983.87,
28.50,638.00,-1572941.12,
28.50,638.00,-1048627.50,
28.50,639.00,-1575406.62,
29.25,639.00,-1575406.62,
28.50,640.00,-1051914.75,
28.50,641.00,-1580337.37,
28.50,642.00,-1055201.87,
