Raw Value,Voltage (V),Current (mA),Receiver Ultrasound,Pressure (mmHg)
2123,1.71,9.5,787.0,25.81
2115,1.7,9.47,773.0,25.64
2118,1.71,9.48,770.0,25.7
2125,1.71,9.51,778.0,25.85
2123,1.71,9.5,778.0,25.81
2119,1.71,9.49,775.0,25.72
2117,1.71,9.48,777.0,25.68
2114,1.7,9.46,765.0,25.62
2109,1.7,9.44,767.0,25.51
2109,1.7,9.44,771.0,25.51
2109,1.7,9.44,772.0,25.51
2112,1.7,9.46,771.0,25.57
2105,1.7,9.42,769.0,25.43
2107,1.7,9.43,770.0,25.47
2092,1.69,9.37,773.0,25.15
2100,1.69,9.4,765.0,25.32
2096,1.69,9.38,770.0,25.24
2091,1.69,9.36,758.0,25.13
2095,1.69,9.38,767.0,25.22
2096,1.69,9.38,763.0,25.24
2081,1.68,9.32,763.0,24.92
2068,1.67,9.26,755.0,24.65
2063,1.66,9.24,763.0,24.55
2061,1.66,9.23,762.0,24.5
2060,1.66,9.22,754.0,24.48
2060,1.66,9.22,757.0,24.48
2058,1.66,9.21,755.0,24.44
2055,1.66,9.2,756.0,24.38
2043,1.65,9.15,752.0,24.13
2047,1.65,9.16,754.0,24.21
2041,1.64,9.14,752.0,24.08
2038,1.64,9.12,754.0,24.02
2042,1.65,9.14,753.0,24.11
2042,1.65,9.14,757.0,24.11
2041,1.64,9.14,752.0,24.08
2039,1.64,9.13,752.0,24.04
2037,1.64,9.12,752.0,24.0
2034,1.64,9.11,753.0,23.94
2035,1.64,9.11,752.0,23.96
2033,1.64,9.1,752.0,23.92
2027,1.63,9.07,752.0,23.79
2022,1.63,9.05,753.0,23.69
2034,1.64,9.11,752.0,23.94
2033,1.64,9.1,752.0,23.92
2032,1.64,9.1,752.0,23.9
2032,1.64,9.1,753.0,23.9
2034,1.64,9.11,752.0,23.94
2033,1.64,9.1,751.0,23.92
2032,1.64,9.1,750.0,23.9
2031,1.64,9.09,752.0,23.87
2032,1.64,9.1,750.0,23.9
2030,1.64,9.09,749.0,23.85
2029,1.64,9.08,752.0,23.83
2030,1.64,9.09,752.0,23.85
2026,1.63,9.07,750.0,23.77
2027,1.63,9.07,750.0,23.79
2029,1.64,9.08,751.0,23.83
2027,1.63,9.07,749.0,23.79
2028,1.63,9.08,750.0,23.81
2032,1.64,9.1,751.0,23.9
2027,1.63,9.07,750.0,23.79
2033,1.64,9.1,749.0,23.92
2031,1.64,9.09,747.0,23.87
2055,1.66,9.2,750.0,24.38
2030,1.64,9.09,751.0,23.85
2039,1.64,9.13,747.0,24.04
2025,1.63,9.07,750.0,23.75
2032,1.64,9.1,750.0,23.9
2030,1.64,9.09,747.0,23.85
2038,1.64,9.12,751.0,24.02
2030,1.64,9.09,750.0,23.85
2032,1.64,9.1,750.0,23.9
2027,1.63,9.07,750.0,23.79
2023,1.63,9.06,752.0,23.71
2019,1.63,9.04,752.0,23.62
2023,1.63,9.06,746.0,23.71
2026,1.63,9.07,750.0,23.77
2029,1.64,9.08,751.0,23.83
2029,1.64,9.08,752.0,23.83
2025,1.63,9.07,750.0,23.75
2023,1.63,9.06,749.0,23.71
2029,1.64,9.08,751.0,23.83
2030,1.64,9.09,750.0,23.85
2026,1.63,9.07,752.0,23.77
2023,1.63,9.06,752.0,23.71
2016,1.62,9.03,750.0,23.56
2027,1.63,9.07,749.0,23.79
2030,1.64,9.09,750.0,23.85
2026,1.63,9.07,749.0,23.77
2037,1.64,9.12,752.0,24.0
2031,1.64,9.09,750.0,23.87
2026,1.63,9.07,750.0,23.77
2032,1.64,9.1,752.0,23.9
2025,1.63,9.07,752.0,23.75
2022,1.63,9.05,749.0,23.69
2026,1.63,9.07,752.0,23.77
2024,1.63,9.06,752.0,23.73
2023,1.63,9.06,752.0,23.71
2023,1.63,9.06,752.0,23.71
2028,1.63,9.08,749.0,23.81
2030,1.64,9.09,748.0,23.85
2019,1.63,9.04,749.0,23.62
2021,1.63,9.05,751.0,23.66
2018,1.63,9.03,749.0,23.6
2032,1.64,9.1,747.0,23.9
2022,1.63,9.05,751.0,23.69
2021,1.63,9.05,749.0,23.66
2017,1.63,9.03,750.0,23.58
2021,1.63,9.05,749.0,23.66
2022,1.63,9.05,749.0,23.69
2020,1.63,9.04,748.0,23.64
2014,1.62,9.02,746.0,23.52
2017,1.63,9.03,751.0,23.58
2020,1.63,9.04,751.0,23.64
2014,1.62,9.02,748.0,23.52
2021,1.63,9.05,746.0,23.66
2014,1.62,9.02,749.0,23.52
2013,1.62,9.01,748.0,23.5
2010,1.62,9.0,743.0,23.43
2007,1.62,8.99,750.0,23.37
2010,1.62,9.0,747.0,23.43
2009,1.62,8.99,743.0,23.41
2008,1.62,8.99,747.0,23.39
2000,1.61,8.95,747.0,23.22
2000,1.61,8.95,745.0,23.22
2017,1.63,9.03,751.0,23.58
2030,1.64,9.09,752.0,23.85
2030,1.64,9.09,751.0,23.85
2032,1.64,9.1,752.0,23.9
2032,1.64,9.1,757.0,23.9
2037,1.64,9.12,753.0,24.0
2055,1.66,9.2,751.0,24.38
2039,1.64,9.13,753.0,24.04
2032,1.64,9.1,752.0,23.9
2047,1.65,9.16,754.0,24.21
2045,1.65,9.16,752.0,24.17
2014,1.62,9.02,753.0,23.52
2041,1.64,9.14,754.0,24.08
2043,1.65,9.15,758.0,24.13
2039,1.64,9.13,755.0,24.04
2047,1.65,9.16,754.0,24.21
2018,1.63,9.03,755.0,23.6
2033,1.64,9.1,755.0,23.92
2032,1.64,9.1,752.0,23.9
2055,1.66,9.2,757.0,24.38
2058,1.66,9.21,760.0,24.44
2054,1.66,9.2,755.0,24.36
2054,1.66,9.2,754.0,24.36
2047,1.65,9.16,760.0,24.21
2118,1.71,9.48,756.0,25.7
2037,1.64,9.12,754.0,24.0
2030,1.64,9.09,754.0,23.85
2043,1.65,9.15,758.0,24.13
2023,1.63,9.06,754.0,23.71
2019,1.63,9.04,752.0,23.62
2013,1.62,9.01,752.0,23.5
2017,1.63,9.03,752.0,23.58
1994,1.61,8.93,752.0,23.1
2015,1.62,9.02,752.0,23.54
2003,1.61,8.97,752.0,23.29
2014,1.62,9.02,752.0,23.52
2013,1.62,9.01,751.0,23.5
2007,1.62,8.99,752.0,23.37
2011,1.62,9.0,752.0,23.45
2030,1.64,9.09,751.0,23.85
2003,1.61,8.97,752.0,23.29
2000,1.61,8.95,751.0,23.22
1998,1.61,8.95,749.0,23.18
1999,1.61,8.95,750.0,23.2
2000,1.61,8.95,752.0,23.22
1991,1.6,8.91,749.0,23.03
1986,1.6,8.89,746.0,22.93
1977,1.59,8.85,746.0,22.74
1969,1.59,8.82,745.0,22.57
1968,1.59,8.81,743.0,22.55
1968,1.59,8.81,745.0,22.55
1965,1.58,8.8,745.0,22.49
1971,1.59,8.82,747.0,22.62
1995,1.61,8.93,750.0,23.12
2000,1.61,8.95,751.0,23.22
2002,1.61,8.96,751.0,23.27
2005,1.62,8.98,752.0,23.33
2002,1.61,8.96,752.0,23.27
2007,1.62,8.99,752.0,23.37
2004,1.61,8.97,752.0,23.31
2001,1.61,8.96,752.0,23.24
2002,1.61,8.96,752.0,23.27
2000,1.61,8.95,757.0,23.22
2005,1.62,8.98,752.0,23.33
1999,1.61,8.95,752.0,23.2
1997,1.61,8.94,752.0,23.16
1996,1.61,8.94,752.0,23.14
1991,1.6,8.91,751.0,23.03
1993,1.61,8.92,752.0,23.08
1987,1.6,8.9,749.0,22.95
1977,1.59,8.85,749.0,22.74
1968,1.59,8.81,749.0,22.55
1949,1.57,8.73,746.0,22.15
1899,1.53,8.5,733.0,21.1
1856,1.5,8.31,727.0,20.2
1851,1.49,8.29,727.0,20.1
1841,1.48,8.24,721.0,19.89
1847,1.49,8.27,720.0,20.01
1841,1.48,8.24,720.0,19.89
1840,1.48,8.24,731.0,19.87
1836,1.48,8.22,721.0,19.78
1830,1.47,8.19,708.0,19.66
1823,1.47,8.16,718.0,19.51
1821,1.47,8.15,721.0,19.47
1808,1.46,8.09,711.0,19.19
1810,1.46,8.1,720.0,19.24
1811,1.46,8.11,716.0,19.26
1808,1.46,8.09,709.0,19.19
1797,1.45,8.05,723.0,18.96
1807,1.46,8.09,711.0,19.17
1795,1.45,8.04,710.0,18.92
1808,1.46,8.09,720.0,19.19
1806,1.46,8.09,718.0,19.15
1805,1.45,8.08,711.0,19.13
1806,1.46,8.09,715.0,19.15
1823,1.47,8.16,715.0,19.51
1807,1.46,8.09,717.0,19.17
1809,1.46,8.1,720.0,19.22
1824,1.47,8.17,720.0,19.53
1815,1.46,8.13,717.0,19.34
1809,1.46,8.1,719.0,19.22
1805,1.45,8.08,720.0,19.13
1806,1.46,8.09,721.0,19.15
1808,1.46,8.09,720.0,19.19
1803,1.45,8.07,718.0,19.09
1795,1.45,8.04,717.0,18.92
1779,1.43,7.96,720.0,18.59
1798,1.45,8.05,717.0,18.98
1795,1.45,8.04,715.0,18.92
1793,1.44,8.03,719.0,18.88
1791,1.44,8.02,719.0,18.84
1787,1.44,8.0,716.0,18.75
1806,1.46,8.09,713.0,19.15
1788,1.44,8.0,716.0,18.77
1787,1.44,8.0,715.0,18.75
1776,1.43,7.95,715.0,18.52
1776,1.43,7.95,714.0,18.52
1776,1.43,7.95,715.0,18.52
1772,1.43,7.93,713.0,18.44
1775,1.43,7.95,711.0,18.5
1771,1.43,7.93,710.0,18.42
1766,1.42,7.91,715.0,18.31
1769,1.43,7.92,710.0,18.38
1761,1.42,7.88,716.0,18.21
1758,1.42,7.87,715.0,18.14
1762,1.42,7.89,711.0,18.23
1763,1.42,7.89,711.0,18.25
1751,1.41,7.84,707.0,18.0
1760,1.42,7.88,711.0,18.19
1755,1.41,7.86,710.0,18.08
1757,1.42,7.87,713.0,18.12
1756,1.42,7.86,711.0,18.1
1744,1.41,7.81,710.0,17.85
1749,1.41,7.83,711.0,17.96
1744,1.41,7.81,707.0,17.85
1738,1.4,7.78,709.0,17.73
1737,1.4,7.78,708.0,17.7
1739,1.4,7.79,709.0,17.75
1724,1.39,7.72,706.0,17.43
1728,1.39,7.74,707.0,17.52
1723,1.39,7.71,706.0,17.41
1722,1.39,7.71,706.0,17.39
1723,1.39,7.71,705.0,17.41
1723,1.39,7.71,704.0,17.41
1714,1.38,7.67,707.0,17.22
1680,1.35,7.52,704.0,16.51
1712,1.38,7.66,704.0,17.18
1716,1.38,7.68,705.0,17.26
1714,1.38,7.67,702.0,17.22
1713,1.38,7.67,703.0,17.2
1718,1.38,7.69,703.0,17.31
1711,1.38,7.66,706.0,17.16
1707,1.38,7.64,702.0,17.07
1711,1.38,7.66,702.0,17.16
1709,1.38,7.65,704.0,17.12
1714,1.38,7.67,704.0,17.22
1709,1.38,7.65,705.0,17.12
1709,1.38,7.65,701.0,17.12
1723,1.39,7.71,704.0,17.41
1712,1.38,7.66,706.0,17.18
1706,1.37,7.64,703.0,17.05
1696,1.37,7.59,702.0,16.84
1701,1.37,7.62,701.0,16.95
1695,1.37,7.59,704.0,16.82
1693,1.36,7.58,699.0,16.78
1691,1.36,7.57,702.0,16.74
1681,1.35,7.53,697.0,16.53
1684,1.36,7.54,700.0,16.59
1671,1.35,7.48,698.0,16.32
1665,1.34,7.45,699.0,16.19
1665,1.34,7.45,697.0,16.19
1663,1.34,7.45,693.0,16.15
1662,1.34,7.44,695.0,16.13
1658,1.34,7.42,690.0,16.05
1653,1.33,7.4,691.0,15.94
1649,1.33,7.38,695.0,15.86
1648,1.33,7.38,691.0,15.84
1643,1.32,7.36,694.0,15.73
1639,1.32,7.34,692.0,15.65
1628,1.31,7.29,690.0,15.42
1621,1.31,7.26,688.0,15.27
1618,1.3,7.24,688.0,15.21
1619,1.3,7.25,690.0,15.23
1616,1.3,7.23,688.0,15.16
1609,1.3,7.2,689.0,15.02
1595,1.29,7.14,679.0,14.72
1575,1.27,7.05,679.0,14.3
1557,1.25,6.97,675.0,13.93
1535,1.24,6.87,674.0,13.46
1524,1.23,6.82,674.0,13.23
1526,1.23,6.83,674.0,13.28
1514,1.22,6.78,669.0,13.02
1495,1.2,6.69,661.0,12.63
1482,1.19,6.63,662.0,12.35
1473,1.19,6.59,657.0,12.16
1471,1.19,6.59,655.0,12.12
1458,1.17,6.53,657.0,11.85
1480,1.19,6.63,659.0,12.31
1471,1.19,6.59,657.0,12.12
1465,1.18,6.56,657.0,12.0
1469,1.18,6.58,659.0,12.08
1459,1.18,6.53,657.0,11.87
1462,1.18,6.55,656.0,11.93
1460,1.18,6.54,656.0,11.89
1430,1.15,6.4,651.0,11.26
1410,1.14,6.31,643.0,10.84
1392,1.12,6.23,645.0,10.46
1389,1.12,6.22,640.0,10.4
1391,1.12,6.23,643.0,10.44
1389,1.12,6.22,641.0,10.4
1385,1.12,6.2,637.0,10.32
1363,1.1,6.1,639.0,9.85
1394,1.12,6.24,641.0,10.51
1385,1.12,6.2,637.0,10.32
1412,1.14,6.32,639.0,10.88
1424,1.15,6.38,639.0,11.13
1356,1.09,6.07,637.0,9.71
1365,1.1,6.11,638.0,9.9
1360,1.1,6.09,640.0,9.79
1387,1.12,6.21,639.0,10.36
1407,1.13,6.3,638.0,10.78
1382,1.11,6.19,637.0,10.25
1428,1.15,6.39,631.0,11.22
1334,1.08,5.97,640.0,9.25
1350,1.09,6.04,639.0,9.58
1370,1.1,6.13,640.0,10.0
1390,1.12,6.22,641.0,10.42
1361,1.1,6.09,640.0,9.81
1391,1.12,6.23,634.0,10.44
1373,1.11,6.15,638.0,10.06
1370,1.1,6.13,634.0,10.0
1363,1.1,6.1,635.0,9.85
1367,1.1,6.12,634.0,9.94
1359,1.1,6.08,629.0,9.77
1360,1.1,6.09,631.0,9.79
1345,1.08,6.02,625.0,9.48
1341,1.08,6.0,625.0,9.39
1330,1.07,5.95,630.0,9.16
1345,1.08,6.02,630.0,9.48
1342,1.08,6.01,630.0,9.41
1343,1.08,6.01,628.0,9.43
1341,1.08,6.0,627.0,9.39
1344,1.08,6.02,625.0,9.46
1339,1.08,5.99,632.0,9.35
1337,1.08,5.99,633.0,9.31
1334,1.08,5.97,627.0,9.25
1337,1.08,5.99,630.0,9.31
1331,1.07,5.96,624.0,9.18
1344,1.08,6.02,624.0,9.46
1302,1.05,5.83,622.0,8.57
1267,1.02,5.67,620.0,7.84
1239,1.0,5.55,607.0,7.25
1231,0.99,5.51,602.0,7.08
1217,0.98,5.45,607.0,6.79
1218,0.98,5.45,605.0,6.81
1222,0.98,5.47,608.0,6.9
1225,0.99,5.48,605.0,6.96
1211,0.98,5.42,599.0,6.66
1221,0.98,5.47,605.0,6.87
1217,0.98,5.45,601.0,6.79
1221,0.98,5.47,603.0,6.87
1234,0.99,5.52,606.0,7.15
1244,1.0,5.57,607.0,7.36
1243,1.0,5.56,607.0,7.34
1251,1.01,5.6,608.0,7.5
1259,1.01,5.64,607.0,7.67
1260,1.02,5.64,608.0,7.69
1238,1.0,5.54,607.0,7.23
1234,0.99,5.52,606.0,7.15
1232,0.99,5.52,602.0,7.11
1232,0.99,5.52,603.0,7.11
1229,0.99,5.5,605.0,7.04
1237,1.0,5.54,605.0,7.21
1234,0.99,5.52,605.0,7.15
1237,1.0,5.54,607.0,7.21
1244,1.0,5.57,604.0,7.36
1247,1.0,5.58,608.0,7.42
1257,1.01,5.63,608.0,7.63
1250,1.01,5.6,614.0,7.48
1253,1.01,5.61,606.0,7.55
1251,1.01,5.6,606.0,7.5
1263,1.02,5.65,604.0,7.76
1270,1.02,5.69,614.0,7.9
1282,1.03,5.74,606.0,8.15
1294,1.04,5.79,610.0,8.41
1284,1.03,5.75,615.0,8.2
1305,1.05,5.84,627.0,8.64
1318,1.06,5.9,605.0,8.91
1328,1.07,5.95,627.0,9.12
1338,1.08,5.99,624.0,9.33
1333,1.07,5.97,624.0,9.23
1329,1.07,5.95,624.0,9.14
1333,1.07,5.97,625.0,9.23
1333,1.07,5.97,623.0,9.23
1331,1.07,5.96,624.0,9.18
1329,1.07,5.95,623.0,9.14
1330,1.07,5.95,623.0,9.16
1335,1.08,5.98,624.0,9.27
1345,1.08,6.02,624.0,9.48
1345,1.08,6.02,624.0,9.48
1342,1.08,6.01,618.0,9.41
1347,1.09,6.03,623.0,9.52
1351,1.09,6.05,627.0,9.6
1349,1.09,6.04,624.0,9.56
1354,1.09,6.06,624.0,9.67
1355,1.09,6.07,624.0,9.69
1355,1.09,6.07,624.0,9.69
1354,1.09,6.06,625.0,9.67
1360,1.1,6.09,625.0,9.79
1360,1.1,6.09,624.0,9.79
1360,1.1,6.09,625.0,9.79
1360,1.1,6.09,630.0,9.79
1366,1.1,6.12,624.0,9.92
1350,1.09,6.04,624.0,9.58
1338,1.08,5.99,615.0,9.33
1333,1.07,5.97,615.0,9.23
1330,1.07,5.95,619.0,9.16
1336,1.08,5.98,624.0,9.29
1337,1.08,5.99,626.0,9.31
1343,1.08,6.01,626.0,9.43
1343,1.08,6.01,626.0,9.43
1349,1.09,6.04,625.0,9.56
1354,1.09,6.06,629.0,9.67
1360,1.1,6.09,626.0,9.79
1357,1.09,6.08,630.0,9.73
1361,1.1,6.09,629.0,9.81
1366,1.1,6.12,631.0,9.92
1378,1.11,6.17,631.0,10.17
1385,1.12,6.2,636.0,10.32
1393,1.12,6.24,635.0,10.48
1405,1.13,6.29,639.0,10.74
1410,1.14,6.31,641.0,10.84
1413,1.14,6.33,641.0,10.9
1421,1.15,6.36,643.0,11.07
1424,1.15,6.38,643.0,11.13
1421,1.15,6.36,645.0,11.07
1425,1.15,6.38,649.0,11.16
1426,1.15,6.38,646.0,11.18
1427,1.15,6.39,647.0,11.2
1434,1.16,6.42,643.0,11.34
1438,1.16,6.44,650.0,11.43
1436,1.16,6.43,642.0,11.39
1436,1.16,6.43,646.0,11.39
1442,1.16,6.46,649.0,11.51
1445,1.16,6.47,653.0,11.58
1455,1.17,6.51,645.0,11.79
1447,1.17,6.48,650.0,11.62
1456,1.17,6.52,651.0,11.81
1465,1.18,6.56,649.0,12.0
1478,1.19,6.62,651.0,12.27
1470,1.18,6.58,654.0,12.1
1479,1.19,6.62,653.0,12.29
1488,1.2,6.66,655.0,12.48
1495,1.2,6.69,656.0,12.63
1503,1.21,6.73,658.0,12.79
1507,1.21,6.75,659.0,12.88
1511,1.22,6.76,659.0,12.96
1516,1.22,6.79,658.0,13.07
1514,1.22,6.78,657.0,13.02
1515,1.22,6.78,657.0,13.04
1519,1.22,6.8,661.0,13.13
1513,1.22,6.77,665.0,13.0
1516,1.22,6.79,656.0,13.07
1520,1.22,6.81,658.0,13.15
1517,1.22,6.79,658.0,13.09
1521,1.23,6.81,660.0,13.17
1517,1.22,6.79,656.0,13.09
1520,1.22,6.81,661.0,13.15
1511,1.22,6.76,658.0,12.96
1533,1.24,6.86,657.0,13.42
1522,1.23,6.81,663.0,13.19
1520,1.22,6.81,666.0,13.15
1531,1.23,6.85,662.0,13.38
1525,1.23,6.83,663.0,13.25
1534,1.24,6.87,663.0,13.44
1530,1.23,6.85,664.0,13.36
1529,1.23,6.85,665.0,13.34
1525,1.23,6.83,661.0,13.25
1534,1.24,6.87,665.0,13.44
1535,1.24,6.87,665.0,13.46
1535,1.24,6.87,663.0,13.46
1535,1.24,6.87,670.0,13.46
1559,1.26,6.98,670.0,13.97
1566,1.26,7.01,671.0,14.12
1569,1.26,7.02,671.0,14.18
1573,1.27,7.04,677.0,14.26
1588,1.28,7.11,676.0,14.58
1596,1.29,7.15,675.0,14.74
1595,1.29,7.14,675.0,14.72
1592,1.28,7.13,674.0,14.66
1600,1.29,7.16,673.0,14.83
1600,1.29,7.16,673.0,14.83
1598,1.29,7.15,675.0,14.79
1600,1.29,7.16,676.0,14.83
1595,1.29,7.14,675.0,14.72
1606,1.29,7.19,674.0,14.95
1595,1.29,7.14,675.0,14.72
1599,1.29,7.16,675.0,14.81
1591,1.28,7.12,678.0,14.64
1595,1.29,7.14,681.0,14.72
1597,1.29,7.15,678.0,14.77
1600,1.29,7.16,678.0,14.83
1606,1.29,7.19,682.0,14.95
1569,1.26,7.02,679.0,14.18
1617,1.3,7.24,680.0,15.19
1607,1.3,7.19,679.0,14.98
1616,1.3,7.23,675.0,15.16
1611,1.3,7.21,677.0,15.06
1588,1.28,7.11,679.0,14.58
1610,1.3,7.21,678.0,15.04
1585,1.28,7.1,683.0,14.51
1584,1.28,7.09,679.0,14.49
1659,1.34,7.43,678.0,16.07
1616,1.3,7.23,678.0,15.16
1616,1.3,7.23,681.0,15.16
1619,1.3,7.25,681.0,15.23
1627,1.31,7.28,679.0,15.4
1535,1.24,6.87,679.0,13.46
1580,1.27,7.07,679.0,14.41
1616,1.3,7.23,678.0,15.16
1617,1.3,7.24,678.0,15.19
1616,1.3,7.23,678.0,15.16
1622,1.31,7.26,684.0,15.29
1625,1.31,7.28,683.0,15.35
1626,1.31,7.28,679.0,15.37
1629,1.31,7.29,683.0,15.44
1632,1.32,7.31,678.0,15.5
1635,1.32,7.32,680.0,15.56
1630,1.31,7.3,684.0,15.46
1629,1.31,7.29,678.0,15.44
1635,1.32,7.32,685.0,15.56
1637,1.32,7.33,682.0,15.61
1654,1.33,7.4,683.0,15.96
1643,1.32,7.36,683.0,15.73
1641,1.32,7.35,682.0,15.69
1647,1.33,7.37,683.0,15.82
1654,1.33,7.4,688.0,15.96
1651,1.33,7.39,687.0,15.9
1656,1.33,7.41,684.0,16.0
1658,1.34,7.42,687.0,16.05
1659,1.34,7.43,686.0,16.07
1664,1.34,7.45,687.0,16.17
1664,1.34,7.45,686.0,16.17
1665,1.34,7.45,688.0,16.19
1670,1.35,7.48,687.0,16.3
1671,1.35,7.48,689.0,16.32
1677,1.35,7.51,690.0,16.44
1680,1.35,7.52,688.0,16.51
1680,1.35,7.52,688.0,16.51
1680,1.35,7.52,691.0,16.51
1684,1.36,7.54,689.0,16.59
1681,1.35,7.53,688.0,16.53
1687,1.36,7.55,688.0,16.65
1680,1.35,7.52,691.0,16.51
1693,1.36,7.58,691.0,16.78
1691,1.36,7.57,690.0,16.74
1695,1.37,7.59,689.0,16.82
1697,1.37,7.6,690.0,16.86
1699,1.37,7.61,691.0,16.91
1703,1.37,7.62,691.0,16.99
1710,1.38,7.66,693.0,17.14
1712,1.38,7.66,695.0,17.18
1710,1.38,7.66,695.0,17.14
1712,1.38,7.66,695.0,17.18
1712,1.38,7.66,693.0,17.18
1717,1.38,7.69,698.0,17.28
1721,1.39,7.7,699.0,17.37
1718,1.38,7.69,691.0,17.31
1713,1.38,7.67,694.0,17.2
1717,1.38,7.69,691.0,17.28
1722,1.39,7.71,691.0,17.39
1719,1.39,7.7,704.0,17.33
1711,1.38,7.66,693.0,17.16
1722,1.39,7.71,694.0,17.39
1719,1.39,7.7,695.0,17.33
1726,1.39,7.73,691.0,17.47
1722,1.39,7.71,705.0,17.39
1725,1.39,7.72,697.0,17.45
1726,1.39,7.73,689.0,17.47
1726,1.39,7.73,687.0,17.47
1727,1.39,7.73,691.0,17.49
1727,1.39,7.73,701.0,17.49
1726,1.39,7.73,695.0,17.47
1730,1.39,7.75,693.0,17.56
1732,1.4,7.75,695.0,17.6
1723,1.39,7.71,698.0,17.41
1729,1.39,7.74,694.0,17.54
1744,1.41,7.81,698.0,17.85
1744,1.41,7.81,705.0,17.85
1749,1.41,7.83,703.0,17.96
1745,1.41,7.81,702.0,17.87
1745,1.41,7.81,699.0,17.87
1745,1.41,7.81,698.0,17.87
1744,1.41,7.81,696.0,17.85
1746,1.41,7.82,696.0,17.89
1743,1.4,7.8,699.0,17.83
1741,1.4,7.79,698.0,17.79
1741,1.4,7.79,699.0,17.79
1741,1.4,7.79,694.0,17.79
1739,1.4,7.79,695.0,17.75
1725,1.39,7.72,698.0,17.45
1703,1.37,7.62,696.0,16.99
1735,1.4,7.77,691.0,17.66
1726,1.39,7.73,694.0,17.47
1728,1.39,7.74,693.0,17.52
1728,1.39,7.74,693.0,17.52
1730,1.39,7.75,695.0,17.56
1731,1.39,7.75,694.0,17.58
1734,1.4,7.76,695.0,17.64
1741,1.4,7.79,695.0,17.79
1744,1.41,7.81,694.0,17.85
1747,1.41,7.82,701.0,17.91
1773,1.43,7.94,707.0,18.46
1791,1.44,8.02,705.0,18.84
1803,1.45,8.07,707.0,19.09
1811,1.46,8.11,711.0,19.26
1817,1.46,8.13,707.0,19.38
1812,1.46,8.11,710.0,19.28
1808,1.46,8.09,708.0,19.19
1808,1.46,8.09,709.0,19.19
1815,1.46,8.13,711.0,19.34
1819,1.47,8.14,712.0,19.43
1808,1.46,8.09,706.0,19.19
1821,1.47,8.15,707.0,19.47
1812,1.46,8.11,710.0,19.28
1811,1.46,8.11,710.0,19.26
1809,1.46,8.1,710.0,19.22
1814,1.46,8.12,709.0,19.32
1818,1.47,8.14,713.0,19.4
1813,1.46,8.12,710.0,19.3
1813,1.46,8.12,711.0,19.3
1817,1.46,8.13,709.0,19.38
1822,1.47,8.16,713.0,19.49
1821,1.47,8.15,714.0,19.47
1824,1.47,8.17,713.0,19.53
1824,1.47,8.17,711.0,19.53
1826,1.47,8.18,713.0,19.57
1831,1.48,8.2,715.0,19.68
1837,1.48,8.22,718.0,19.8
1836,1.48,8.22,716.0,19.78
1833,1.48,8.21,714.0,19.72
1837,1.48,8.22,717.0,19.8
1841,1.48,8.24,719.0,19.89
1840,1.48,8.24,715.0,19.87
1843,1.49,8.25,716.0,19.93
1841,1.48,8.24,715.0,19.89
1821,1.47,8.15,717.0,19.47
1846,1.49,8.26,716.0,19.99
1861,1.5,8.33,710.0,20.31
1844,1.49,8.26,714.0,19.95
1849,1.49,8.28,717.0,20.05
1849,1.49,8.28,715.0,20.05
1845,1.49,8.26,715.0,19.97
1853,1.49,8.3,718.0,20.14
1851,1.49,8.29,719.0,20.1
1851,1.49,8.29,717.0,20.1
1863,1.5,8.34,717.0,20.35
1847,1.49,8.27,718.0,20.01
1856,1.5,8.31,718.0,20.2
1854,1.49,8.3,715.0,20.16
1855,1.49,8.3,719.0,20.18
1851,1.49,8.29,716.0,20.1
1857,1.5,8.31,716.0,20.22
1861,1.5,8.33,718.0,20.31
1859,1.5,8.32,719.0,20.26
1859,1.5,8.32,717.0,20.26
1858,1.5,8.32,718.0,20.24
1861,1.5,8.33,718.0,20.31
1860,1.5,8.33,720.0,20.29
1859,1.5,8.32,715.0,20.26
1858,1.5,8.32,719.0,20.24
1862,1.5,8.34,717.0,20.33
1862,1.5,8.34,715.0,20.33
1869,1.51,8.37,719.0,20.47
1859,1.5,8.32,716.0,20.26
1866,1.5,8.35,717.0,20.41
1861,1.5,8.33,717.0,20.31
1863,1.5,8.34,717.0,20.35
1863,1.5,8.34,719.0,20.35
1863,1.5,8.34,715.0,20.35
1867,1.5,8.36,715.0,20.43
1866,1.5,8.35,717.0,20.41
1872,1.51,8.38,718.0,20.54
1867,1.5,8.36,718.0,20.43
1869,1.51,8.37,718.0,20.47
1872,1.51,8.38,714.0,20.54
1871,1.51,8.38,715.0,20.52
1871,1.51,8.38,715.0,20.52
1872,1.51,8.38,719.0,20.54
1872,1.51,8.38,714.0,20.54
1872,1.51,8.38,718.0,20.54
1872,1.51,8.38,713.0,20.54
1867,1.5,8.36,718.0,20.43
1873,1.51,8.39,714.0,20.56
1874,1.51,8.39,715.0,20.58
1872,1.51,8.38,714.0,20.54
1887,1.52,8.45,718.0,20.85
1879,1.51,8.41,715.0,20.68
1878,1.51,8.41,717.0,20.66
1873,1.51,8.39,717.0,20.56
1891,1.52,8.47,718.0,20.94
1906,1.54,8.53,717.0,21.25
1879,1.51,8.41,719.0,20.68
1888,1.52,8.45,719.0,20.87
1885,1.52,8.44,720.0,20.81
1899,1.53,8.5,717.0,21.1
1889,1.52,8.46,721.0,20.89
1930,1.56,8.64,715.0,21.75
1891,1.52,8.47,715.0,20.94
